yr,plot,nardstri,festrubr,brizmed,anthodor,siegdecu,holclana,agrospp.,festprat,cynocris,descespi,poaprate,festovin,avenpube,carepani,carepale,carepuli,careumbr,carestel,carelepo,carepilu,carenigr,careflav,carehirt,carehart,luzumult,junceffu,scirsylv,lathprat,lychflos,cirspalu,selicarv,ranunemo,ranuauri,poteerec,lysivulg,achiptar,angesilv,senerivu,mentarve,myospalu,centjace,rumeacet,scorhumi,prunvulg,vicicrac,sangoffi,ajugrept,galibore,galiulig,galipalu,ranuacer,valedioi,saliauri,equiarve,equipalu,planlanc,leonhisp,taraoffi,pedisilv,pimpmajo,verocham,verooffi,alchvulg,stelgram,betooffi,hierumbe,epilpalu,epilcili,trifdubi,succprat,ceravulg,cardprat,serrtinc,pinusylv,dactmaja,querrobu,ranuflam,pseupuru,aulapalu,brachyte,climdend,rhitsqua,hylosple,sphagnum,pleuschr
4,2,2,3,3,8,1,3,0,5,0,0,0,5,0,5,4,1,6,0,1,5,2,0,0,8,2,3,1,1,0,0,0,0,0,10,4,2,0,10,0,2,0,0,0,2,0,0,0,2,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
4,3,2,4,3,6,0,30,1,10,4,10,10,0,0,7,5,0,0,1,0,0,4,0,0,6,0,4,2,3,2,3,1,0,1,5,3,1,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,4,0,15,2,2,0,4,2,15,0,35,2,2,0,2,0,0,0,0,2,2,2,0,0,2,0,1,0,3,0,0,0,0,5,5,0.5,4,17,0,1,4,0,0,0,0,1,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,5,3,7,20,0,10,0,5,0,0,0,10,0,7,5,2,4,0,0,7,4,0,0,2,1,0,0,2,2,4,2,1,0,9,3,4,0,0,0,2,3,2,2,4,2,4,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,2,0,0
4,6,15,1,10,8,0,8,0,3,0,0,0,5,0,3,5,1,2,0,0,4,0,0,0,3,1,0,4,2,0,3,3,2,2,4,3,2,1,3,0,2,0,0,2,4,0,1,2,3,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,1,0,0,0,0,0,0,4,0,4,4,0,0,0
4,7,0,15,3,10,0,10,0,20,0,0,10,5,0,3,2,0,0,3,2,0,1,0,0,2,0,0,3,8,0,3,0,0,0,10,5,15,5,0,2,5,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4,8,5,7,3,15,0,30,20,10,3,0,8,0,0,2,5,0,2,0,2,0,1,0,0,8,0,2,0,10,6,2,0,0,1,5,8,0,0.1,0,0,8,0,0,1,2,0,0,0,0,0,0,10,0,0,0,0,0.5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,3,10,6,8,0,10,7,2,0,3,5,2,7,5,7,0,0,0,1,0,1,0,0,4,1,1,0,7,0,2,0,0,2,1,8,2,2,0,0,5,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,0,12,6,7,0,6,20,8,0,10,0,0,0,2,5,0,0,0,3,0,0,0,0,2,0,2,2,0,3,3,2,2,1,6,3,0,0,0,0,10,0,4,1,0,0,10,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,11,6,7,3,15,0,3,0,0,0,2,4,0,0,2,10,0,0,0,2,6,0,0,0,3,1,2,0,6,2,2,2,0,0,10,3,2,2,0,0,5,0,0,2,6,0.5,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,2,0,4,6,4,0,0
4,12,1,1,3,6,0,15,2,15,0,10,5,0,0,8,10,1,2,0,3,0,0,0,0,2,1,0,0,0,2,0,2,0,0.5,20,7,10,5,0,1,10,0,0.5,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,3,1,5,0,0
4,13,0,10,0,0,0,10,0,20,0,10,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,3,0,0,5,5,0,40,0,0,0,0,0,2,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,5,8,8,10,0,20,10,20,3,0,3,0,0,2,8,0,0,0,3,2,2,0,0,0,3,2,0,5,0,4,2,7,0,2,3,0,0.5,0,0,4,0,0,2,3,0,0,0.5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0
4,15,2,5,5,10,0,7,3,5,0,0,0,20,0,0.5,5,0,0,0,0,3,0,0,0,1,2,2,0,3,0,4,0,2,2,5,5,3,4,0,0,0,0,0,0,2,0,0,0,5,2,0,0,0.5,0,0,0,0,0,0,0,0,15,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0
4,16,2,10,8,15,0,10,2,4,4,5,0,2,0,3,20,0,0,0,2,2,0,0,0,3,1,1,0,1,0,4,3,0,0,12,4,0,2,0,0,3,0,0,1,15,0,0,0.5,2,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,2,0,2,12,0,0,0
4,17,4,4,1,5,0,12,10,8,0,0,0,7,1,4,8,0,2,0,0,2,0,0,0,0,0,2,0,1,0.5,2,0,0,0,10,0,0,3,1,0,3,2,1,2,1,0,0,0,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,10,1,0,0
4,18,2,10,0,0,0,35,30,8,1,1,10,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,2,0,3,0,0,0,0,0,1,0,4,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0
4,19,0,7,2,5,0,18,15,20,0,0,15,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,3,0,20,20,0,0,15,0,3,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,20,15,2,5,8,0,10,5,1,0,0,2,7,0,2,7,0,0,0,0,5,0,0,0,2,5,8,0,2,2,3,2,0,1,8,6,0,0,0,0,2,2,0,2,10,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0
4,21,18,5,7,3,0,20,18,0,3,0,0,18,0,3,9,0,1,0,0,2,1,0,0,2,7,1,0,2,0,5,3,3,0,7,0,0,0,0,0,0,0,2,5,10,0,0,0,4,1,0,0.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,12,0,1,7,0,0,0
4,22,0,10,0,0,0,10,1,15,0,20,10,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,3,0,0,4,0,0,2,0,0,15,0,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
4,23,0,10,5,8,0,20,10,25,0,8,10,0,0,1,3,0,0,0,0,0,1,0,0,3,1,2,0,0,2,2,2,0,4,7,0,0,0.5,0,0,3,0,2,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,24,0,4,3,15,0,1,5,5,1,0,5,15,0,2,5,1,0,0,0,3,0,0,0,1,0.5,2,0,1,2,2,1,5,0,10,0,0,0,0,0,2,3,15,1,0,0.5,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0
